BlockNo,Area,Zip,Geom
203860,18700,"","(-73.84072025128515,40.84040660116111)"
409518,4117,"11419","(-73.82956988115244,40.686164262762524)"
409673,650,"11435","(-73.81221974344697,40.703157020010686)"
303991,79991,"11208","(-73.87898009834369,40.67634755654468)"
308716,105610,"11235","(-73.9559497790249,40.5786484049142)"
504194,70000,"10306","(-74.1206954799622,40.57425436626055)"
203000,121824,"10460","(-73.88717140596736,40.83218442586407)"
500224,266382,"10310","(-74.12128073714817,40.62927461069712)"
306336,140850,"11214","(-73.99177013795288,40.6021244626906)"
414022,108625,"11414","(-73.84714510384376,40.65552105787567)"
305700,140213,"11220","(-74.00756483240689,40.63569101710643)"
500622,199560,"10304","(-74.0895355068424,40.61568849218886)"
409187,114920,"11418","(-73.84414416003929,40.69556085035216)"
308411,105568,"11234","(-73.90863775352003,40.620350432223425)"
506970,153128,"10309","(-74.21053846334924,40.538612167125606)"
303799,98553,"11207","(-73.90025803714727,40.664631389565145)"
503500,309442,"10305","(-74.07125344519885,40.586766737660284)"
305429,84551,"11230","(-73.96760675654295,40.63241092757256)"
205507,184400,"10465","(-73.8077831042066,40.813661058619964)"
500853,224732,"10304","(-74.09594825446432,40.59637683868659)"
502080,1460174,"10314","(-74.15748702738466,40.60551308924877)"
304413,82450,"11207","(-73.88638597583704,40.65364927589988)"
306851,139999,"11214","(-73.98841664743968,40.601918837281616)"
101434,130540,"10022","(-73.96293416598935,40.7604178159375)"
304055,100060,"11208","(-73.87766716639098,40.67115929693596)"
204276,147493,"10461","(-73.85156844196426,40.854166846686965)"
205752,433099,"10463","(-73.91996449255413,40.885582692419185)"
308923,203014,"11229","(-73.92503841410269,40.59092536950739)"
501975,287184,"10314","(-74.13801975572498,40.59783543100857)"
100871,174465,"10003","(-73.98805566736445,40.73497791005315)"
304813,129880,"11203","(-73.93838111352204,40.65980058170256)"
301003,118799,"11215","(-73.9896257997668,40.67124277250509)"
301700,113852,"11213","(-73.93408007664351,40.67915174583696)"
303757,80625,"11207","(-73.89300120919887,40.67035716651445)"
301250,168230,"11213","(-73.94338285853861,40.67173485363213)"
203024,163669,"10458","(-73.89502277186642,40.85812862919688)"
204162,94336,"10461","(-73.8339154566743,40.846411903636394)"
408346,3021,"11362","(-73.72393623125821,40.76239346249489)"
305421,158540,"11230","(-73.97039883469272,40.63260152778239)"
204658,70385,"10467","(-73.86269740972197,40.87656836800305)"
401075,2925,"11369","(-73.87234532319138,40.769329166232836)"
307351,140000,"11229","(-73.95288853011579,40.59813762365799)"
303353,60400,"11237","(-73.91180046279979,40.698185014490875)"
500787,86800,"10314","(-74.13913231561025,40.60387674825103)"
204629,395341,"10467","(-73.86593613906112,40.87573124291142)"
305405,77547,"11204","(-73.97915411110544,40.63218321677875)"
307036,171198,"11224","(-74.01205079769576,40.57714274339215)"
101377,163624,"10065","(-73.96984688918012,40.765792048707546)"
300411,131600,"11217","(-73.98697522540736,40.68172261878516)"
101559,124916,"10075","(-73.95130377448527,40.77223109892032)"
410008,2046,"11435","(-73.80795954374678,40.696466379408044)"
102015,149873,"10039","(-73.93692486307899,40.82201822771767)"
301409,168328,"11213","(-73.92994098489612,40.66647814949602)"
403424,61194,"11385","(-73.91695770542039,40.707131798083225)"
101340,124901,"10017","(-73.9685149677833,40.75282162253301)"
410019,2525,"11435","(-73.81015853121065,40.693383911803025)"
500266,37175,"10310, 10301","(-74.10455044337897,40.62689030052741)"
500154,154241,"10310","(-74.1095225935249,40.63241762445597)"
505384,132971,"10312","(-74.16118700022548,40.53133598561558)"
502772,250028,"10314","(-74.18989746762337,40.593507788104716)"
204986,185165,"10466","(-73.83917914324577,40.89239453013252)"
102046,134842,"10039","(-73.93943180282965,40.827162109940154)"
202302,135579,"10454","(-73.9232261822264,40.81059561632818)"
303098,111835,"11206","(-73.9399927262052,40.70435893550108)"
203101,86328,"10457, 10458","(-73.88490022092574,40.85135351912587)"
204874,160114,"10466","(-73.84951512762264,40.886395250161016)"
413357,3600,"11413","(-73.76358752415982,40.66115707178998)"
500121,195032,"10301","(-74.0911466941298,40.63241269159055)"
409387,2500,"11416","(-73.83881652789948,40.688497993022665)"
100204,66207,"10013","(-73.99704053665059,40.717243927898465)"
100394,137621,"10009","(-73.97806962392374,40.727292167746775)"
304046,96492,"11207","(-73.88544026997774,40.67002098452518)"
305775,103403,"11219","(-74.0025318990992,40.623245608982536)"
203732,204046,"10472","(-73.86082666462497,40.82719868113978)"
413674,9717,"11422","(-73.73055835729377,40.65311606788888)"
503351,135250,"10305","(-74.08561536018618,40.59283800927949)"
303960,164218,"11208","(-73.87943586468309,40.6805574791877)"
500253,223148,"10301","(-74.10285612286044,40.629507552693205)"
500819,112393,"10314","(-74.1294693509321,40.59944649078896)"
504666,63770,"10306","(-74.12169444677237,40.56066053991358)"
101490,154662,"10075","(-73.94936249645318,40.77047304987431)"
100596,450525,"10014, 10013","(-74.0097317172761,40.72789226801974)"
101777,306649,"10035","(-73.93530556388595,40.806804740004175)"
301353,396944,"11213","(-73.93475745904503,40.67437532720339)"
304958,150003,"11203","(-73.93763512312074,40.64276715819915)"
301542,120128,"11233","(-73.90944626347971,40.678607065496465)"
307955,179117,"11234, 11236","(-73.91981395322465,40.63854176224975)"
306826,159304,"11229","(-73.95195057286969,40.60525004074785)"
400098,104545,"11101","(-73.9419952243682,40.74271109892232)"
306242,140226,"11228","(-74.01223003421286,40.62085748944584)"
301672,149981,"11233","(-73.92763543620025,40.68323806912235)"
409181,68087,"11418","(-73.84616215696383,40.695606506104305)"
100200,79681,"10013","(-73.99856478249494,40.71634194580344)"
101621,165587,"10029","(-73.94514067943308,40.79963657380947)"
304431,372325,"11207, 11239","(-73.88768302760506,40.65061455369571)"
304134,97155,"11208","(-73.86933381497556,40.6853690977673)"
205080,155151,"10470","(-73.85368601677847,40.90166458216026)"
306440,92765,"11214","(-74.0033465106084,40.60144760266732)"
411531,98970,"11417","(-73.84052312470064,40.67173326114671)"
410527,9200,"11423","(-73.76568444550067,40.72346550088864)"
202991,155832,"10460","(-73.88605281410779,40.83775316111306)"
308233,138917,"11236","(-73.89086090069172,40.64574807761381)"
500107,69849,"10301","(-74.08895894754416,40.63547393505208)"
500604,117463,"10301","(-74.10231234922303,40.616627171083564)"
500800,89161,"10314","(-74.12291280332012,40.600020333608924)"
302617,119367,"11222","(-73.95433252726535,40.72557126752156)"
202683,277977,"10455","(-73.90190871238254,40.81324502407274)"
409206,107114,"11418","(-73.84013030473542,40.70165294455649)"
506677,99897,"10309","(-74.19878393885043,40.52345101018558)"
403431,68836,"11385","(-73.91204101964541,40.706116869513295)"
409079,90266,"11416, 11417","(-73.85906106565623,40.67992705992764)"
203446,143232,"10473","(-73.85246570223073,40.808677663133565)"
100721,158000,"10011","(-74.00269147778637,40.74752589838449)"
413571,9000,"11422","(-73.73679548907876,40.66034764391282)"
202807,177608,"10453","(-73.90624502002242,40.85181355759364)"
303232,123868,"11221","(-73.926900171912,40.697069638410554)"
303164,120001,"11206","(-73.92944312693345,40.701668814855246)"
307652,140904,"11210","(-73.94152276811903,40.62139396685207)"
304806,136794,"11203","(-73.93587370931287,40.662124825593885)"
304664,23952,"11203","(-73.92275000885591,40.65479988167614)"
205903,102322,"10463","(-73.91256467299398,40.887688802177394)"
307416,136250,"11235","(-73.95540166839923,40.591090951292855)"
305838,84901,"11220","(-74.02931850447082,40.640023742823395)"
307973,136672,"11234","(-73.92343334414106,40.63656352271775)"
507494,189440,"10309","(-74.23843771543154,40.52888418832492)"
504437,131900,"10306","(-74.1429515372448,40.57181952265696)"
100969,86763,"10016","(-73.97098355476105,40.7456688526515)"
205125,84835,"10466","(-73.8416095549328,40.903423523060944)"
304211,80000,"11208","(-73.874060063983,40.67577088671811)"
202827,135000,"10453","(-73.90887514930968,40.84896247943498)"
302110,47522,"11217","(-73.97850108431481,40.68620589709614)"
203198,213984,"10468","(-73.90396710908149,40.86011874569896)"
500079,121020,"10310","(-74.10649173807705,40.63919062169427)"
203367,102659,"10470","(-73.87375215708049,40.89792059341936)"
305935,140038,"11228","(-74.0125928315324,40.62394867305803)"
412651,4343,"11412","(-73.75450700171207,40.68920084754051)"
101162,160670,"10023","(-73.98378637101803,40.77821935310944)"
205060,838713,"10466","(-73.84119766722884,40.89895431400411)"
205079,107575,"10470","(-73.85312250863451,40.90369242956733)"
300062,63294,"11201","(-73.98918221318075,40.70116469499926)"
502387,143953,"10314","(-74.1610023575681,40.58655872290247)"
303737,80000,"11207","(-73.89622487729883,40.67117082689963)"
202274,104068,"10455","(-73.91452840322378,40.81360353862412)"
306859,140201,"11214","(-73.98796038310638,40.59890281038612)"
205527,245364,"10465","(-73.80118628530455,40.81512528625103)"
304549,49000,"11208","(-73.86568233131007,40.66371076125626)"
301656,150083,"11233, 11221","(-73.93098428835175,40.68509429141852)"
301720,145000,"11206","(-73.9485925791896,40.69957324269529)"
306392,138146,"11228","(-74.01326203346997,40.60954126129611)"
414158,109250,"11414","(-73.83625996867892,40.66229517636266)"
303696,94098,"11207","(-73.90328592510882,40.67275313631792)"
300165,107074,"11201","(-73.98486489670626,40.68891191027168)"
412280,4000,"11434","(-73.78148666472268,40.671283651988105)"
305920,139426,"11209","(-74.02091952784875,40.63007903986067)"
403732,3963320,"11385","(-73.88929017358022,40.69370978795978)"
504219,130570,"10306","(-74.11331524897324,40.571893549065926)"
400427,224280,"11101","(-73.94414011223286,40.751322222091055)"
301355,178722,"11213","(-73.92918560253162,40.67452170815573)"
401884,3200,"11373","(-73.8691252513081,40.74104351681763)"
500815,79991,"10314","(-74.1287969119313,40.60091511613308)"
504071,153760,"10306","(-74.10537197157758,40.56041988607255)"
412394,4000,"11434","(-73.77744328518929,40.69091728593095)"
305375,199993,"11218","(-73.97259708510542,40.63981205080115)"
203107,147226,"10460","(-73.88678575828371,40.84425647080105)"
204470,160081,"10469","(-73.84769029014387,40.86405923511922)"
204290,235320,"10462","(-73.86417866812774,40.8511936665255)"
300684,112182,"11232","(-74.00391563805869,40.6562838373777)"
403798,93231,"11379, 11385","(-73.87372762421874,40.70845443518183)"
303324,120000,"11221","(-73.91817535884006,40.6952599538763)"
304765,107545,"11203","(-73.92538536716468,40.645712579930986)"
308822,14016,"11229","(-73.93376272126497,40.600195685262335)"
205392,106074,"10461","(-73.83034910714728,40.84128490169266)"
308130,195889,"11236","(-73.90614487555159,40.64959470742254)"
410275,6500,"11433","(-73.77690852072054,40.69676197499599)"
306211,140000,"11228","(-74.00598858722033,40.619958222879085)"
203965,89642,"10462","(-73.84914127179505,40.83590898893445)"
102129,140055,"10032","(-73.93634062502151,40.84320928339838)"
205246,114991,"10475","(-73.82692735097638,40.88157620082436)"
203268,163930,"10463","(-73.90212481773392,40.88065024164913)"
306316,139999,"11214","(-73.99727496165333,40.60727003521267)"
203785,67469,"10472","(-73.86785475608008,40.832143220792084)"
507858,38940,"10307","(-74.23843309532201,40.499742779135225)"
400973,54475,"11370","(-73.89219102388104,40.76964096410339)"
304613,140000,"11212","(-73.92487796910879,40.66225032095727)"
409785,3000,"11432","(-73.80292043943453,40.71260528710266)"
404201,100017,"11356","(-73.84289731705687,40.779381622425106)"
410297,4000,"11433","(-73.77205446250346,40.69754238950742)"
100282,119784,"10002","(-73.99373581031423,40.713706091068644)"
507881,96049,"10307","(-74.2410289031904,40.49885423392139)"
300077,14800,"11201","(-73.98736587577643,40.70041369108643)"
416228,149000,"11694","(-73.83875936103307,40.57808492464406)"
300037,48951,"11201","(-73.99015415283195,40.70289209027617)"
205862,235096,"10471","(-73.9030907687792,40.90534124059805)"
102150,565400,"10034","(-73.92172038891535,40.85840982873056)"
308817,140000,"11229","(-73.9355401570284,40.602820989922016)"
204478,206366,"10469","(-73.84252884761189,40.86185147462271)"
410282,2000,"11433","(-73.77997422707206,40.69496772031142)"
412026,2375,"11436","(-73.79358579054323,40.67698007169516)"
413021,2000,"11413","(-73.76202431211664,40.672470367351686)"
307359,128236,"11229","(-73.94501609608719,40.59901509023423)"
307681,159065,"11210","(-73.94725511091727,40.615792095324174)"
205226,115221,"10475","(-73.83657850920018,40.87844773365661)"
307946,117701,"11236","(-73.91238204293181,40.645065154302415)"
303193,65830,"11221","(-73.93394659219172,40.6967941676833)"
300169,62977,"11201","(-73.98918453355357,40.68978751533148)"
303607,14809,"11212","(-73.9149174772722,40.65814635935169)"
409008,80173,"11416","(-73.85946241019514,40.68302371602962)"
300985,139150,"11215","(-73.98284043123431,40.6713146967771)"
505250,194749,"10308","(-74.15253062334781,40.546084152099006)"
506972,145615,"10309","(-74.21087090243154,40.54005422031119)"
308040,62693,"11236","(-73.90463121181571,40.63782117250736)"
415904,28216,"11692","(-73.79071933301417,40.59132259883239)"
415319,2500,"11693","(-73.8220730120556,40.60263730405958)"
205730,162302,"10463","(-73.91410152843366,40.88061441480153)"
411649,1022,"11420","(-73.81612804949921,40.67827170582375)"
101344,130509,"10022","(-73.96666015823575,40.7553228996168)"
412293,6400,"11434","(-73.78174800680871,40.67030502248352)"
301676,149928,"11233","(-73.93040457293118,40.682165446640205)"
300691,140236,"11232","(-74.00737791128489,40.656558941108806)"
203604,381754,"10473","(-73.85626058345086,40.8210981880558)"
303117,144915,"11206","(-73.93606562461653,40.703325841506334)"
413678,5700,"11422","(-73.73185093589325,40.65134162672061)"
307290,159893,"11223, 11229","(-73.96091289674507,40.60185309331443)"
304455,163404,"11208","(-73.87646070172016,40.66776967852895)"
306697,164649,"11230","(-73.9634603471964,40.62862364065964)"
408973,101263,"11421","(-73.8522479307024,40.690070042203544)"
202537,82616,"10452","(-73.92467070749572,40.84400940939919)"
411045,3780,"11412","(-73.74936558512545,40.69830303335782)"
205600,137860,"10465","(-73.82655085974464,40.81437688062823)"
307357,127475,"11229","(-73.94692973441059,40.59878484041709)"
306518,153754,"11230","(-73.9715195821561,40.6252883036676)"
202458,308191,"10451","(-73.92378051637046,40.82343774856178)"
305212,134400,"11226","(-73.95271930592668,40.63955508292759)"
403958,50500,"","(-73.8377931586481,40.792025657718206)"
305254,35902,"11218","(-73.9778052033548,40.65516038514738)"
100888,162942,"10016","(-73.98041419512882,40.74541750689189)"
203248,471685,"10468","(-73.90113857641683,40.86936227489266)"
100332,65247,"10002","(-73.98028336623702,40.71618293881975)"
101371,70863,"10022","(-73.9611136143134,40.75590306202958)"
302822,80000,"11222","(-73.93180495195968,40.72435079474112)"
308129,146870,"11236","(-73.90712313505828,40.6488009900889)"
302590,359925,"11222","(-73.95900184000328,40.72526863043614)"
503326,98840,"10305","(-74.08802319135783,40.593428781782634)"
100446,125041,"10003","(-73.98802719474281,40.72599306197262)"
307775,155643,"11234","(-73.92851909814559,40.62930214074662)"
409127,113905,"11417","(-73.86101258266959,40.67577646336558)"
506259,100506,"10312","(-74.180038296746,40.54244377881938)"
301719,616250,"11206","(-73.9514985782569,40.69847796082422)"
500055,262574,"10301","(-74.08983820516427,40.642852860499815)"
506365,19560,"10312","(-74.16885394364705,40.52971829840315)"
303236,130000,"11237","(-73.92196849460117,40.70210095555792)"
502992,7574,"10305","(-74.07800542075739,40.60988592682619)"
410330,2142,"11433","(-73.7817787719738,40.704593950731585)"
506400,137722,"10312","(-74.16907664628778,40.52534022534494)"
